ANO;LOCALIDAD_RESIDENCIA;GRUPOS_EDAD_QUINQUENIOS;SEXO;CASOS;MUERTES
2020;16 - Puente Aranda;12. 50 a 54 años;F;887;9
2020;16 - Puente Aranda;07. 25 a 29 años;F;1312;1
2020;12 - Barrios Unidos;11. 45 A 49 años;M;358;8
2020;12 - Barrios Unidos;02. 1 a 4 años;F;58;
2020;15 - Antonio Nariño;14. 60 a 64 años;M;211;27
2020;19 - Ciudad Bolívar;05. 15 a 19 años;F;793;
2020;18 - Rafael Uribe Uribe;14. 60 a 64 años;F;604;17
2021;11 - Suba;02. 1 a 4 años;F;1140;
2021;03 - Santa Fe;17. 75 a 79 años;F;110;9
2021;08 - Kennedy;04. 10 a 14 años;M;2269;
2021;08 - Kennedy;16. 70 a 74 años;M;1068;174
2021;01 - Usaquén;01. Menor de 1 año;F;100;
2021;02 - Chapinero;17. 75 a 79 años;M;213;37
2021;02 - Chapinero;08. 30 a 34 años;M;1990;4
2021;09 - Fontibón;08. 30 a 34 años;M;2619;5
2021;06 - Tunjuelito;14. 60 a 64 años;F;581;18
2021;06 - Tunjuelito;08. 30 a 34 años;F;1259;2
2021;13 - Teusaquillo;06. 20 a 24 años;F;1368;1
2021;16 - Puente Aranda;14. 60 a 64 años;M;804;47
2021;15 - Antonio Nariño;15. 65 a 69 años;F;235;8
2021;19 - Ciudad Bolívar;15. 65 a 69 años;F;894;76
2021;19 - Ciudad Bolívar;18. 80 a 84 años;F;180;47
2021;05 - Usme;05. 15 a 19 años;M;845;
2021;01 - Usaquén;03. 5 a 9 años;F;943;
2021;22 - En Rev_Loc;08. 30 a 34 años;M;1509;1
2021;14 - Los Mártires;04. 10 a 14 años;F;182;
2021;17 - La Candelaria;11. 45 A 49 años;M;194;1
2021;04 - San Cristóbal;09. 35 a 39 años;F;1997;10
2022;05 - Usme;02. 1 a 4 años;F;117;1
2022;09 - Fontibón;04. 10 a 14 años;F;206;
2022;13 - Teusaquillo;10. 40 a 44 años;M;604;
2022;16 - Puente Aranda;14. 60 a 64 años;F;469;
2022;18 - Rafael Uribe Uribe;09. 35 a 39 años;F;663;1
2023;07 - Bosa;02. 1 a 4 años;M;22;
2023;11 - Suba;14. 60 a 64 años;F;143;1
2023;22 - En Rev_Loc;02. 1 a 4 años;F;129;1
2023;12 - Barrios Unidos;20. 90 a 94 años;F;5;
2023;01 - Usaquén;14. 60 a 64 años;M;54;1
2020;11 - Suba;18. 80 a 84 años;M;391;97
2020;11 - Suba;14. 60 a 64 años;F;1894;34
2020;03 - Santa Fe;04. 10 a 14 años;F;112;
2020;01 - Usaquén;11. 45 A 49 años;M;1227;9
2020;01 - Usaquén;04. 10 a 14 años;M;470;
2020;01 - Usaquén;21. 95 a 99 años;M;9;7
2020;01 - Usaquén;13. 55 a 59 años;F;1383;9
2020;02 - Chapinero;02. 1 a 4 años;M;81;
2020;09 - Fontibón;09. 35 a 39 años;F;1408;2
2020;09 - Fontibón;05. 15 a 19 años;M;566;
2020;10 - Engativá;16. 70 a 74 años;M;702;108
2020;10 - Engativá;02. 1 a 4 años;F;350;
2020;06 - Tunjuelito;09. 35 a 39 años;M;619;3
2020;06 - Tunjuelito;13. 55 a 59 años;M;395;18
2020;06 - Tunjuelito;12. 50 a 54 años;M;400;10
2020;22 - En Rev_Loc;16. 70 a 74 años;F;106;2
2020;13 - Teusaquillo;10. 40 a 44 años;F;543;1
2020;13 - Teusaquillo;06. 20 a 24 años;F;560;
2020;13 - Teusaquillo;09. 35 a 39 años;M;704;2
2020;13 - Teusaquillo;11. 45 A 49 años;M;414;3
2020;13 - Teusaquillo;12. 50 a 54 años;M;401;3
2020;13 - Teusaquillo;20. 90 a 94 años;M;28;12
2020;04 - San Cristóbal;13. 55 a 59 años;M;738;26
2020;04 - San Cristóbal;01. Menor de 1 año;F;45;
2020;04 - San Cristóbal;20. 90 a 94 años;M;27;8
2020;04 - San Cristóbal;02. 1 a 4 años;F;191;
2020;12 - Barrios Unidos;09. 35 a 39 años;M;511;
2020;15 - Antonio Nariño;02. 1 a 4 años;M;52;
2020;19 - Ciudad Bolívar;19. 85 a 89 años;M;55;19
2020;18 - Rafael Uribe Uribe;15. 65 a 69 años;M;495;61
2020;18 - Rafael Uribe Uribe;06. 20 a 24 años;M;1077;
2021;07 - Bosa;02. 1 a 4 años;F;461;
2021;11 - Suba;04. 10 a 14 años;M;2753;
2021;11 - Suba;02. 1 a 4 años;M;1217;1
2021;01 - Usaquén;19. 85 a 89 años;M;227;81
2021;09 - Fontibón;14. 60 a 64 años;M;1157;78
2021;16 - Puente Aranda;15. 65 a 69 años;F;625;27
2021;12 - Barrios Unidos;02. 1 a 4 años;F;122;
2021;15 - Antonio Nariño;07. 25 a 29 años;M;688;
2021;15 - Antonio Nariño;07. 25 a 29 años;F;815;2
2021;19 - Ciudad Bolívar;13. 55 a 59 años;F;1843;39
2021;99 - Localidad Desconocida;13. 55 a 59 años;M;563;16
2021;02 - Chapinero;10. 40 a 44 años;M;1432;9
2021;02 - Chapinero;18. 80 a 84 años;F;133;23
2021;02 - Chapinero;15. 65 a 69 años;M;375;21
2021;18 - Rafael Uribe Uribe;16. 70 a 74 años;F;546;53
2021;18 - Rafael Uribe Uribe;04. 10 a 14 años;F;784;
2021;18 - Rafael Uribe Uribe;06. 20 a 24 años;M;2055;
2022;02 - Chapinero;11. 45 A 49 años;M;683;1
2022;09 - Fontibón;10. 40 a 44 años;M;774;
2022;09 - Fontibón;04. 10 a 14 años;M;201;
2022;09 - Fontibón;19. 85 a 89 años;F;97;7
2022;10 - Engativá;03. 5 a 9 años;F;271;
2022;10 - Engativá;09. 35 a 39 años;M;1443;2
2022;13 - Teusaquillo;17. 75 a 79 años;M;209;7
2022;16 - Puente Aranda;10. 40 a 44 años;M;439;
2022;16 - Puente Aranda;12. 50 a 54 años;F;520;
2022;04 - San Cristóbal;13. 55 a 59 años;M;233;1
2022;04 - San Cristóbal;06. 20 a 24 años;M;399;
2023;11 - Suba;12. 50 a 54 años;F;91;
2023;22 - En Rev_Loc;11. 45 A 49 años;F;125;
2024;11 - Suba;09. 35 a 39 años;F;44;
2023;15 - Antonio Nariño;13. 55 a 59 años;M;3;
2023;11 - Suba;09. 35 a 39 años;F;80;
2020;07 - Bosa;17. 75 a 79 años;M;210;46
2020;03 - Santa Fe;08. 30 a 34 años;M;600;1
2020;03 - Santa Fe;01. Menor de 1 año;F;18;
2020;03 - Santa Fe;17. 75 a 79 años;F;59;9
2020;08 - Kennedy;16. 70 a 74 años;F;750;56
2020;08 - Kennedy;19. 85 a 89 años;M;158;51
2020;01 - Usaquén;11. 45 A 49 años;F;1541;2
2020;01 - Usaquén;13. 55 a 59 años;M;1116;25
2020;13 - Teusaquillo;09. 35 a 39 años;F;638;1
2020;16 - Puente Aranda;15. 65 a 69 años;M;340;35
2020;16 - Puente Aranda;11. 45 A 49 años;M;729;11
2020;17 - La Candelaria;05. 15 a 19 años;M;68;
2020;04 - San Cristóbal;05. 15 a 19 años;M;493;1
2020;15 - Antonio Nariño;08. 30 a 34 años;M;340;
2020;15 - Antonio Nariño;09. 35 a 39 años;M;320;1
2020;18 - Rafael Uribe Uribe;12. 50 a 54 años;M;879;31
2020;18 - Rafael Uribe Uribe;13. 55 a 59 años;M;843;37
2020;18 - Rafael Uribe Uribe;10. 40 a 44 años;F;1037;2
2021;11 - Suba;15. 65 a 69 años;M;1914;175
2021;03 - Santa Fe;11. 45 A 49 años;M;563;14
2021;08 - Kennedy;16. 70 a 74 años;F;1293;113
2021;09 - Fontibón;19. 85 a 89 años;F;117;25
2021;22 - En Rev_Loc;04. 10 a 14 años;F;483;
2021;13 - Teusaquillo;11. 45 A 49 años;M;935;13
2021;04 - San Cristóbal;17. 75 a 79 años;F;245;38
2021;12 - Barrios Unidos;09. 35 a 39 años;M;1092;6
2021;12 - Barrios Unidos;07. 25 a 29 años;F;1400;
2021;12 - Barrios Unidos;08. 30 a 34 años;F;1326;3
2021;22 - En Rev_Loc;11. 45 A 49 años;F;988;1
2021;22 - En Rev_Loc;10. 40 a 44 años;M;1238;1
2021;13 - Teusaquillo;16. 70 a 74 años;M;266;30
2021;16 - Puente Aranda;10. 40 a 44 años;M;1495;23
2022;07 - Bosa;13. 55 a 59 años;F;467;6
2022;03 - Santa Fe;18. 80 a 84 años;F;39;4
2022;08 - Kennedy;12. 50 a 54 años;M;844;5
2022;08 - Kennedy;01. Menor de 1 año;M;217;
2022;01 - Usaquén;09. 35 a 39 años;M;1916;1
2022;01 - Usaquén;14. 60 a 64 años;F;2059;2
2022;02 - Chapinero;15. 65 a 69 años;M;432;
2022;02 - Chapinero;18. 80 a 84 años;M;166;4
2022;13 - Teusaquillo;18. 80 a 84 años;F;186;4
2022;14 - Los Mártires;02. 1 a 4 años;F;57;
2022;04 - San Cristóbal;10. 40 a 44 años;M;374;1
2022;04 - San Cristóbal;11. 45 A 49 años;F;496;
2022;99 - Localidad Desconocida;05. 15 a 19 años;F;124;
2024;19 - Ciudad Bolívar;01. Menor de 1 año;M;32;
2024;13 - Teusaquillo;15. 65 a 69 años;M;4;
2024;19 - Ciudad Bolívar;08. 30 a 34 años;F;12;
2024;02 - Chapinero;14. 60 a 64 años;F;21;
2024;02 - Chapinero;07. 25 a 29 años;F;17;
2023;02 - Chapinero;07. 25 a 29 años;M;21;
2023;10 - Engativá;02. 1 a 4 años;F;36;
2020;07 - Bosa;17. 75 a 79 años;F;237;40
2020;07 - Bosa;18. 80 a 84 años;M;150;42
2020;11 - Suba;04. 10 a 14 años;F;1026;
2020;03 - Santa Fe;08. 30 a 34 años;F;573;1
2020;01 - Usaquén;05. 15 a 19 años;M;707;
2020;01 - Usaquén;03. 5 a 9 años;F;330;
2020;02 - Chapinero;14. 60 a 64 años;F;342;6
2020;09 - Fontibón;15. 65 a 69 años;M;396;34
2020;04 - San Cristóbal;18. 80 a 84 años;M;155;54
2020;04 - San Cristóbal;11. 45 A 49 años;M;839;17
2020;15 - Antonio Nariño;06. 20 a 24 años;F;371;
2020;15 - Antonio Nariño;18. 80 a 84 años;M;61;11
2020;19 - Ciudad Bolívar;16. 70 a 74 años;M;372;76
2020;18 - Rafael Uribe Uribe;16. 70 a 74 años;F;295;25
2021;03 - Santa Fe;08. 30 a 34 años;F;1010;1
2021;10 - Engativá;18. 80 a 84 años;F;658;85
2021;16 - Puente Aranda;21. 95 a 99 años;F;16;7
2021;12 - Barrios Unidos;15. 65 a 69 años;F;408;24
2021;15 - Antonio Nariño;13. 55 a 59 años;M;387;20
2022;05 - Usme;07. 25 a 29 años;M;426;
2022;11 - Suba;03. 5 a 9 años;M;699;
2022;11 - Suba;17. 75 a 79 años;F;942;21
2022;03 - Santa Fe;07. 25 a 29 años;M;342;1
2022;08 - Kennedy;10. 40 a 44 años;M;1363;2
2022;08 - Kennedy;11. 45 A 49 años;F;1580;
2022;02 - Chapinero;10. 40 a 44 años;M;858;
2022;10 - Engativá;08. 30 a 34 años;F;2286;
2022;22 - En Rev_Loc;20. 90 a 94 años;F;150;1
2022;13 - Teusaquillo;13. 55 a 59 años;M;425;1
2022;16 - Puente Aranda;01. Menor de 1 año;M;53;
2022;17 - La Candelaria;09. 35 a 39 años;F;150;
2022;12 - Barrios Unidos;14. 60 a 64 años;M;313;1
2022;12 - Barrios Unidos;11. 45 A 49 años;M;295;
2023;01 - Usaquén;17. 75 a 79 años;M;54;1
2023;02 - Chapinero;17. 75 a 79 años;M;30;1
2024;12 - Barrios Unidos;20. 90 a 94 años;M;4;
2024;10 - Engativá;08. 30 a 34 años;F;42;
2023;04 - San Cristóbal;01. Menor de 1 año;M;28;
2020;05 - Usme;04. 10 a 14 años;F;305;
2020;05 - Usme;06. 20 a 24 años;F;1121;
2020;05 - Usme;11. 45 A 49 años;M;575;10
2020;05 - Usme;14. 60 a 64 años;F;418;15
2020;11 - Suba;16. 70 a 74 años;F;878;44
2020;03 - Santa Fe;09. 35 a 39 años;F;508;
2020;09 - Fontibón;12. 50 a 54 años;F;1154;3
2020;09 - Fontibón;12. 50 a 54 años;M;933;13
2020;06 - Tunjuelito;08. 30 a 34 años;F;766;
2020;14 - Los Mártires;13. 55 a 59 años;M;249;7
2020;04 - San Cristóbal;17. 75 a 79 años;M;183;54
2020;12 - Barrios Unidos;06. 20 a 24 años;M;461;1
2020;15 - Antonio Nariño;12. 50 a 54 años;M;229;8
2020;99 - Localidad Desconocida;15. 65 a 69 años;M;71;13
2021;07 - Bosa;15. 65 a 69 años;F;937;76
2021;11 - Suba;16. 70 a 74 años;F;1709;121
2021;03 - Santa Fe;10. 40 a 44 años;M;767;12
2021;10 - Engativá;16. 70 a 74 años;F;1349;91
2021;12 - Barrios Unidos;18. 80 a 84 años;M;115;31
2021;12 - Barrios Unidos;13. 55 a 59 años;M;714;28
2021;12 - Barrios Unidos;11. 45 A 49 años;M;788;5
2021;15 - Antonio Nariño;13. 55 a 59 años;F;501;17
2021;19 - Ciudad Bolívar;13. 55 a 59 años;M;1420;87
2021;99 - Localidad Desconocida;04. 10 a 14 años;M;245;2
2021;01 - Usaquén;20. 90 a 94 años;F;181;45
2021;06 - Tunjuelito;13. 55 a 59 años;F;809;18
2021;22 - En Rev_Loc;12. 50 a 54 años;F;811;5
2021;18 - Rafael Uribe Uribe;07. 25 a 29 años;M;2536;1
2022;07 - Bosa;02. 1 a 4 años;F;259;
2022;11 - Suba;01. Menor de 1 año;M;299;1
2022;09 - Fontibón;01. Menor de 1 año;M;80;
2022;09 - Fontibón;14. 60 a 64 años;F;767;2
2022;09 - Fontibón;06. 20 a 24 años;M;585;
2022;10 - Engativá;15. 65 a 69 años;F;962;7
2022;22 - En Rev_Loc;11. 45 A 49 años;M;964;
2022;13 - Teusaquillo;05. 15 a 19 años;M;198;
2022;12 - Barrios Unidos;07. 25 a 29 años;F;538;
2023;08 - Kennedy;03. 5 a 9 años;M;9;
2023;08 - Kennedy;02. 1 a 4 años;M;32;
2023;22 - En Rev_Loc;18. 80 a 84 años;F;96;10
2024;11 - Suba;15. 65 a 69 años;F;43;
2024;01 - Usaquén;15. 65 a 69 años;M;31;
2023;01 - Usaquén;15. 65 a 69 años;F;98;
2020;11 - Suba;02. 1 a 4 años;F;540;
2020;03 - Santa Fe;09. 35 a 39 años;M;542;6
2020;08 - Kennedy;20. 90 a 94 años;M;69;30
2020;01 - Usaquén;12. 50 a 54 años;M;1189;19
2020;06 - Tunjuelito;17. 75 a 79 años;F;120;17
2020;16 - Puente Aranda;04. 10 a 14 años;F;288;
2020;19 - Ciudad Bolívar;05. 15 a 19 años;M;709;
2021;08 - Kennedy;20. 90 a 94 años;M;100;50
2021;08 - Kennedy;19. 85 a 89 años;F;304;76
2021;02 - Chapinero;15. 65 a 69 años;F;511;18
2021;02 - Chapinero;16. 70 a 74 años;M;286;29
2021;09 - Fontibón;07. 25 a 29 años;M;2630;4
2021;06 - Tunjuelito;15. 65 a 69 años;M;265;21
2021;13 - Teusaquillo;11. 45 A 49 años;F;1084;2
2021;16 - Puente Aranda;06. 20 a 24 años;F;1736;1
2021;16 - Puente Aranda;03. 5 a 9 años;F;330;
2021;04 - San Cristóbal;19. 85 a 89 años;F;90;21
2021;12 - Barrios Unidos;10. 40 a 44 años;F;1060;2
2021;15 - Antonio Nariño;09. 35 a 39 años;M;614;6
2021;99 - Localidad Desconocida;06. 20 a 24 años;M;970;
2021;99 - Localidad Desconocida;09. 35 a 39 años;F;1310;2
2021;05 - Usme;08. 30 a 34 años;M;1852;5
2021;05 - Usme;13. 55 a 59 años;M;816;42
2021;08 - Kennedy;10. 40 a 44 años;M;5533;77
2021;08 - Kennedy;02. 1 a 4 años;F;868;
2021;02 - Chapinero;19. 85 a 89 años;M;69;16
2021;10 - Engativá;17. 75 a 79 años;F;942;115
2021;04 - San Cristóbal;03. 5 a 9 años;F;358;
2022;08 - Kennedy;17. 75 a 79 años;F;382;10
2022;01 - Usaquén;01. Menor de 1 año;F;127;
2022;02 - Chapinero;08. 30 a 34 años;M;1035;1
2022;02 - Chapinero;10. 40 a 44 años;F;1036;
2022;09 - Fontibón;07. 25 a 29 años;M;799;
2022;10 - Engativá;01. Menor de 1 año;M;153;
2022;22 - En Rev_Loc;16. 70 a 74 años;M;489;2
2022;14 - Los Mártires;09. 35 a 39 años;F;273;
2022;16 - Puente Aranda;06. 20 a 24 años;M;381;
2023;22 - En Rev_Loc;14. 60 a 64 años;M;111;4
2023;22 - En Rev_Loc;02. 1 a 4 años;M;185;1
2024;11 - Suba;13. 55 a 59 años;M;28;
2024;19 - Ciudad Bolívar;09. 35 a 39 años;F;15;
2024;09 - Fontibón;10. 40 a 44 años;F;15;
2024;02 - Chapinero;14. 60 a 64 años;M;20;
2020;07 - Bosa;04. 10 a 14 años;F;639;1
2020;07 - Bosa;14. 60 a 64 años;F;779;33
2020;11 - Suba;02. 1 a 4 años;M;587;
2020;03 - Santa Fe;11. 45 A 49 años;M;354;8
2020;09 - Fontibón;16. 70 a 74 años;F;323;22
2020;06 - Tunjuelito;16. 70 a 74 años;F;161;12
2020;06 - Tunjuelito;11. 45 A 49 años;F;457;3
2020;06 - Tunjuelito;11. 45 A 49 años;M;396;5
2020;06 - Tunjuelito;13. 55 a 59 años;F;451;7
2020;13 - Teusaquillo;11. 45 A 49 años;F;421;4
2020;17 - La Candelaria;13. 55 a 59 años;F;69;1
2020;12 - Barrios Unidos;19. 85 a 89 años;M;28;12
2020;19 - Ciudad Bolívar;15. 65 a 69 años;M;447;56
2020;99 - Localidad Desconocida;13. 55 a 59 años;M;147;6
2021;03 - Santa Fe;06. 20 a 24 años;M;754;1
2021;01 - Usaquén;17. 75 a 79 años;M;555;97
2021;02 - Chapinero;11. 45 A 49 años;M;1076;10
2021;09 - Fontibón;18. 80 a 84 años;F;215;42
2021;06 - Tunjuelito;11. 45 A 49 años;M;699;13
2021;13 - Teusaquillo;19. 85 a 89 años;M;84;31
2021;13 - Teusaquillo;03. 5 a 9 años;F;249;
2021;19 - Ciudad Bolívar;12. 50 a 54 años;F;2096;34
2021;99 - Localidad Desconocida;13. 55 a 59 años;F;629;13
2021;22 - En Rev_Loc;10. 40 a 44 años;F;1201;
2021;22 - En Rev_Loc;12. 50 a 54 años;M;778;2
2022;17 - La Candelaria;14. 60 a 64 años;M;56;1
2022;04 - San Cristóbal;14. 60 a 64 años;M;219;4
2022;12 - Barrios Unidos;06. 20 a 24 años;F;404;
2023;01 - Usaquén;19. 85 a 89 años;F;40;2
2020;08 - Kennedy;17. 75 a 79 años;M;470;107
2020;01 - Usaquén;16. 70 a 74 años;F;512;23
2020;01 - Usaquén;06. 20 a 24 años;F;1927;
2020;02 - Chapinero;13. 55 a 59 años;F;417;3
2020;02 - Chapinero;10. 40 a 44 años;M;639;2
2020;10 - Engativá;16. 70 a 74 años;F;779;47
2020;10 - Engativá;02. 1 a 4 años;M;401;
2020;22 - En Rev_Loc;10. 40 a 44 años;M;517;
2020;22 - En Rev_Loc;09. 35 a 39 años;F;571;
2020;13 - Teusaquillo;14. 60 a 64 años;F;374;5
2020;16 - Puente Aranda;16. 70 a 74 años;M;259;42
2020;19 - Ciudad Bolívar;18. 80 a 84 años;F;153;31
2020;18 - Rafael Uribe Uribe;18. 80 a 84 años;M;153;56
2021;07 - Bosa;04. 10 a 14 años;M;1263;
2021;01 - Usaquén;15. 65 a 69 años;F;1464;53
2021;09 - Fontibón;16. 70 a 74 años;F;632;43
2021;06 - Tunjuelito;17. 75 a 79 años;M;138;27
2021;16 - Puente Aranda;12. 50 a 54 años;M;1225;32
2021;16 - Puente Aranda;11. 45 A 49 años;F;1430;11
2021;02 - Chapinero;04. 10 a 14 años;F;348;
2021;09 - Fontibón;02. 1 a 4 años;F;279;
2021;10 - Engativá;14. 60 a 64 años;F;3294;88
2021;22 - En Rev_Loc;19. 85 a 89 años;M;35;1
2021;22 - En Rev_Loc;13. 55 a 59 años;F;695;1
2021;22 - En Rev_Loc;09. 35 a 39 años;M;1443;1
2024;01 - Usaquén;19. 85 a 89 años;M;21;2
2020;03 - Santa Fe;19. 85 a 89 años;F;37;9
2020;03 - Santa Fe;17. 75 a 79 años;M;98;15
2020;03 - Santa Fe;05. 15 a 19 años;F;215;
2020;02 - Chapinero;19. 85 a 89 años;M;36;13
2020;22 - En Rev_Loc;12. 50 a 54 años;F;330;1
2020;13 - Teusaquillo;05. 15 a 19 años;F;226;
2020;13 - Teusaquillo;12. 50 a 54 años;F;461;4
2020;17 - La Candelaria;08. 30 a 34 años;F;150;
2020;04 - San Cristóbal;17. 75 a 79 años;F;225;32
2020;15 - Antonio Nariño;08. 30 a 34 años;F;411;
2020;18 - Rafael Uribe Uribe;12. 50 a 54 años;F;929;10
2021;01 - Usaquén;16. 70 a 74 años;M;837;89
2021;02 - Chapinero;14. 60 a 64 años;F;781;14
2021;16 - Puente Aranda;19. 85 a 89 años;F;126;21
2021;04 - San Cristóbal;13. 55 a 59 años;M;1044;49
2021;04 - San Cristóbal;05. 15 a 19 años;F;1043;1
2021;01 - Usaquén;04. 10 a 14 años;F;1259;
2021;02 - Chapinero;03. 5 a 9 años;F;290;
2021;09 - Fontibón;05. 15 a 19 años;M;1275;
2021;22 - En Rev_Loc;14. 60 a 64 años;F;490;1
2021;14 - Los Mártires;07. 25 a 29 años;M;684;
2022;02 - Chapinero;16. 70 a 74 años;M;339;4
2022;12 - Barrios Unidos;09. 35 a 39 años;F;501;
2023;01 - Usaquén;07. 25 a 29 años;F;60;
2024;10 - Engativá;15. 65 a 69 años;M;6;
2024;02 - Chapinero;10. 40 a 44 años;F;15;
2024;10 - Engativá;01. Menor de 1 año;M;35;
2024;08 - Kennedy;05. 15 a 19 años;M;1;
2024;02 - Chapinero;06. 20 a 24 años;F;8;
2020;02 - Chapinero;16. 70 a 74 años;F;156;14
2020;09 - Fontibón;03. 5 a 9 años;F;265;
2020;22 - En Rev_Loc;05. 15 a 19 años;M;277;
2020;22 - En Rev_Loc;06. 20 a 24 años;M;562;
2020;14 - Los Mártires;09. 35 a 39 años;M;377;1
2020;12 - Barrios Unidos;14. 60 a 64 años;M;297;20
2020;12 - Barrios Unidos;14. 60 a 64 años;F;296;6
2020;12 - Barrios Unidos;12. 50 a 54 años;F;423;1
2021;05 - Usme;16. 70 a 74 años;M;266;50
2021;07 - Bosa;14. 60 a 64 años;M;1267;102
2021;03 - Santa Fe;12. 50 a 54 años;F;562;6
2021;10 - Engativá;20. 90 a 94 años;F;177;45
2021;06 - Tunjuelito;08. 30 a 34 años;M;1037;3
2021;16 - Puente Aranda;10. 40 a 44 años;F;1708;8
2022;03 - Santa Fe;06. 20 a 24 años;F;362;1
2022;02 - Chapinero;13. 55 a 59 años;F;676;1
2022;13 - Teusaquillo;15. 65 a 69 años;M;382;4
2022;14 - Los Mártires;10. 40 a 44 años;F;219;
2024;02 - Chapinero;02. 1 a 4 años;M;7;
2024;02 - Chapinero;17. 75 a 79 años;F;16;
2024;01 - Usaquén;09. 35 a 39 años;F;46;
2024;06 - Tunjuelito;09. 35 a 39 años;F;12;
2020;05 - Usme;11. 45 A 49 años;F;703;4
2020;11 - Suba;21. 95 a 99 años;M;16;7
2020;08 - Kennedy;03. 5 a 9 años;M;694;
2020;01 - Usaquén;15. 65 a 69 años;F;762;14
2020;09 - Fontibón;02. 1 a 4 años;M;195;
2020;06 - Tunjuelito;15. 65 a 69 años;M;211;28
2020;06 - Tunjuelito;03. 5 a 9 años;M;116;
2020;14 - Los Mártires;13. 55 a 59 años;F;244;7
2020;14 - Los Mártires;11. 45 A 49 años;F;223;
2020;04 - San Cristóbal;04. 10 a 14 años;M;360;
2020;12 - Barrios Unidos;15. 65 a 69 años;M;233;31
2020;99 - Localidad Desconocida;07. 25 a 29 años;M;331;1
2020;99 - Localidad Desconocida;16. 70 a 74 años;F;40;8
2021;05 - Usme;10. 40 a 44 años;F;1588;7
2021;03 - Santa Fe;06. 20 a 24 años;F;877;1
2021;03 - Santa Fe;07. 25 a 29 años;M;982;
2021;02 - Chapinero;03. 5 a 9 años;M;298;
2021;10 - Engativá;21. 95 a 99 años;M;23;12
2021;13 - Teusaquillo;05. 15 a 19 años;M;581;1
2021;16 - Puente Aranda;09. 35 a 39 años;F;1796;4
2021;17 - La Candelaria;07. 25 a 29 años;M;331;
2021;04 - San Cristóbal;07. 25 a 29 años;M;1994;2
2021;04 - San Cristóbal;15. 65 a 69 años;M;466;70
2021;06 - Tunjuelito;11. 45 A 49 años;F;805;6
2021;12 - Barrios Unidos;16. 70 a 74 años;M;228;24
2021;15 - Antonio Nariño;17. 75 a 79 años;M;92;16
2021;19 - Ciudad Bolívar;04. 10 a 14 años;F;992;
2022;08 - Kennedy;12. 50 a 54 años;F;1249;1
2022;08 - Kennedy;19. 85 a 89 años;M;142;25
2022;02 - Chapinero;09. 35 a 39 años;M;1060;
2022;13 - Teusaquillo;11. 45 A 49 años;M;442;
2022;13 - Teusaquillo;16. 70 a 74 años;M;285;6
2022;17 - La Candelaria;18. 80 a 84 años;F;8;
2022;99 - Localidad Desconocida;02. 1 a 4 años;M;116;
2023;04 - San Cristóbal;01. Menor de 1 año;F;17;
2024;11 - Suba;18. 80 a 84 años;M;15;
2024;02 - Chapinero;11. 45 A 49 años;M;9;
2024;09 - Fontibón;02. 1 a 4 años;M;11;
2024;10 - Engativá;11. 45 A 49 años;F;18;
2024;11 - Suba;13. 55 a 59 años;F;42;
2024;17 - La Candelaria;09. 35 a 39 años;F;2;
2020;05 - Usme;01. Menor de 1 año;F;48;
2020;02 - Chapinero;08. 30 a 34 años;F;951;1
2020;02 - Chapinero;03. 5 a 9 años;F;108;
2020;09 - Fontibón;15. 65 a 69 años;F;420;18
2020;09 - Fontibón;20. 90 a 94 años;F;47;6
2020;16 - Puente Aranda;05. 15 a 19 años;M;469;
2020;12 - Barrios Unidos;10. 40 a 44 años;M;437;3
2020;12 - Barrios Unidos;04. 10 a 14 años;F;134;
2020;15 - Antonio Nariño;16. 70 a 74 años;F;100;8
2020;15 - Antonio Nariño;11. 45 A 49 años;F;286;1
2020;19 - Ciudad Bolívar;01. Menor de 1 año;M;95;
2020;99 - Localidad Desconocida;05. 15 a 19 años;M;79;1
2021;09 - Fontibón;15. 65 a 69 años;M;689;75
2021;06 - Tunjuelito;12. 50 a 54 años;F;843;11
2021;22 - En Rev_Loc;06. 20 a 24 años;M;1267;
2021;13 - Teusaquillo;17. 75 a 79 años;M;169;36
2021;13 - Teusaquillo;16. 70 a 74 años;F;364;17
2021;16 - Puente Aranda;05. 15 a 19 años;M;836;
2022;02 - Chapinero;07. 25 a 29 años;F;1067;
2022;22 - En Rev_Loc;10. 40 a 44 años;M;1309;
2022;22 - En Rev_Loc;06. 20 a 24 años;M;860;
2022;16 - Puente Aranda;13. 55 a 59 años;M;359;
2022;12 - Barrios Unidos;13. 55 a 59 años;F;351;
2022;19 - Ciudad Bolívar;08. 30 a 34 años;F;979;
2023;02 - Chapinero;06. 20 a 24 años;F;15;
2023;02 - Chapinero;11. 45 A 49 años;M;21;
2024;12 - Barrios Unidos;13. 55 a 59 años;F;4;
2024;11 - Suba;08. 30 a 34 años;F;52;
2024;08 - Kennedy;06. 20 a 24 años;F;16;
2024;19 - Ciudad Bolívar;16. 70 a 74 años;M;5;
2024;08 - Kennedy;16. 70 a 74 años;M;7;1
2020;07 - Bosa;19. 85 a 89 años;M;57;24
2020;03 - Santa Fe;16. 70 a 74 años;F;97;10
2020;09 - Fontibón;14. 60 a 64 años;M;637;44
2020;13 - Teusaquillo;17. 75 a 79 años;M;102;19
2020;15 - Antonio Nariño;10. 40 a 44 años;F;320;2
2020;15 - Antonio Nariño;03. 5 a 9 años;M;78;
2020;99 - Localidad Desconocida;11. 45 A 49 años;M;205;4
