ANO;LOCALIDAD_RESIDENCIA;GRUPOS_EDAD_QUINQUENIOS;SEXO;CASOS;MUERTES
2022;07 - Bosa;07. 25 a 29 años;M;763;1
2022;07 - Bosa;18. 80 a 84 años;M;55;12
2022;11 - Suba;19. 85 a 89 años;F;453;31
2022;03 - Santa Fe;07. 25 a 29 años;F;453;
2022;03 - Santa Fe;08. 30 a 34 años;F;499;
2022;08 - Kennedy;04. 10 a 14 años;F;357;
2022;08 - Kennedy;14. 60 a 64 años;M;771;8
2022;02 - Chapinero;05. 15 a 19 años;F;290;
2022;09 - Fontibón;15. 65 a 69 años;F;534;2
2022;09 - Fontibón;05. 15 a 19 años;M;261;
2022;09 - Fontibón;03. 5 a 9 años;F;140;
2022;06 - Tunjuelito;08. 30 a 34 años;F;390;
2022;06 - Tunjuelito;13. 55 a 59 años;F;220;
2022;06 - Tunjuelito;06. 20 a 24 años;F;290;
2022;13 - Teusaquillo;12. 50 a 54 años;M;418;2
2022;13 - Teusaquillo;05. 15 a 19 años;F;251;
2022;13 - Teusaquillo;14. 60 a 64 años;M;495;4
2021;13 - Teusaquillo;04. 10 a 14 años;F;353;
2022;16 - Puente Aranda;06. 20 a 24 años;F;547;
2022;16 - Puente Aranda;15. 65 a 69 años;M;227;3
2022;16 - Puente Aranda;08. 30 a 34 años;F;732;
2022;17 - La Candelaria;08. 30 a 34 años;M;125;
2021;17 - La Candelaria;06. 20 a 24 años;F;270;
2022;04 - San Cristóbal;09. 35 a 39 años;M;404;
2022;12 - Barrios Unidos;09. 35 a 39 años;M;410;
2022;12 - Barrios Unidos;04. 10 a 14 años;M;81;
2022;12 - Barrios Unidos;03. 5 a 9 años;M;78;
2022;15 - Antonio Nariño;19. 85 a 89 años;F;35;3
2022;15 - Antonio Nariño;02. 1 a 4 años;M;58;
2022;15 - Antonio Nariño;10. 40 a 44 años;F;214;
2022;15 - Antonio Nariño;08. 30 a 34 años;F;261;1
2022;19 - Ciudad Bolívar;07. 25 a 29 años;F;1096;
2022;19 - Ciudad Bolívar;01. Menor de 1 año;F;103;
2022;19 - Ciudad Bolívar;20. 90 a 94 años;F;13;4
2022;99 - Localidad Desconocida;06. 20 a 24 años;F;294;1
2022;99 - Localidad Desconocida;12. 50 a 54 años;M;194;1
2022;99 - Localidad Desconocida;02. 1 a 4 años;F;133;
2022;99 - Localidad Desconocida;11. 45 A 49 años;F;237;
2022;18 - Rafael Uribe Uribe;12. 50 a 54 años;M;232;1
2022;18 - Rafael Uribe Uribe;10. 40 a 44 años;F;631;
2022;18 - Rafael Uribe Uribe;08. 30 a 34 años;F;733;
2023;02 - Chapinero;08. 30 a 34 años;F;31;
2023;14 - Los Mártires;14. 60 a 64 años;M;6;
2024;03 - Santa Fe;03. 5 a 9 años;F;1;
2024;01 - Usaquén;20. 90 a 94 años;M;11;1
2024;03 - Santa Fe;12. 50 a 54 años;M;4;
2020;11 - Suba;20. 90 a 94 años;M;91;36
2020;17 - La Candelaria;09. 35 a 39 años;F;135;
2021;16 - Puente Aranda;17. 75 a 79 años;F;299;44
2022;05 - Usme;11. 45 A 49 años;F;346;3
2022;05 - Usme;14. 60 a 64 años;M;145;3
2022;05 - Usme;13. 55 a 59 años;F;243;1
2022;05 - Usme;10. 40 a 44 años;M;294;
2022;07 - Bosa;03. 5 a 9 años;M;148;
2022;07 - Bosa;02. 1 a 4 años;M;318;1
2022;07 - Bosa;14. 60 a 64 años;M;234;5
2022;11 - Suba;04. 10 a 14 años;F;721;1
2022;03 - Santa Fe;03. 5 a 9 años;M;75;
2022;03 - Santa Fe;11. 45 A 49 años;M;225;
2022;03 - Santa Fe;06. 20 a 24 años;M;299;
2022;08 - Kennedy;15. 65 a 69 años;F;760;9
2022;08 - Kennedy;13. 55 a 59 años;M;732;3
2022;02 - Chapinero;03. 5 a 9 años;F;206;
2022;02 - Chapinero;12. 50 a 54 años;F;710;
2022;02 - Chapinero;15. 65 a 69 años;F;565;2
2022;09 - Fontibón;11. 45 A 49 años;F;951;1
2022;09 - Fontibón;18. 80 a 84 años;F;184;10
2022;10 - Engativá;07. 25 a 29 años;M;1470;
2022;10 - Engativá;19. 85 a 89 años;M;190;30
2022;06 - Tunjuelito;07. 25 a 29 años;M;283;
2022;06 - Tunjuelito;09. 35 a 39 años;M;231;
2022;06 - Tunjuelito;07. 25 a 29 años;F;411;
2022;06 - Tunjuelito;04. 10 a 14 años;F;64;
2022;06 - Tunjuelito;09. 35 a 39 años;F;309;
2022;22 - En Rev_Loc;03. 5 a 9 años;F;309;
2022;13 - Teusaquillo;08. 30 a 34 años;M;607;
2022;13 - Teusaquillo;11. 45 A 49 años;F;651;
2022;13 - Teusaquillo;06. 20 a 24 años;M;436;
2022;13 - Teusaquillo;07. 25 a 29 años;F;855;
2022;14 - Los Mártires;18. 80 a 84 años;F;43;1
2022;14 - Los Mártires;11. 45 A 49 años;F;198;
2022;16 - Puente Aranda;02. 1 a 4 años;M;162;
2022;16 - Puente Aranda;07. 25 a 29 años;M;470;
2022;16 - Puente Aranda;09. 35 a 39 años;M;497;
2022;16 - Puente Aranda;10. 40 a 44 años;F;605;
2022;16 - Puente Aranda;04. 10 a 14 años;M;137;1
2022;17 - La Candelaria;07. 25 a 29 años;M;91;
2022;04 - San Cristóbal;07. 25 a 29 años;M;508;
2022;04 - San Cristóbal;16. 70 a 74 años;F;156;4
2022;04 - San Cristóbal;09. 35 a 39 años;F;662;
2022;04 - San Cristóbal;04. 10 a 14 años;F;134;
2022;12 - Barrios Unidos;05. 15 a 19 años;F;172;
2022;15 - Antonio Nariño;08. 30 a 34 años;M;168;
2022;19 - Ciudad Bolívar;05. 15 a 19 años;M;215;
2022;19 - Ciudad Bolívar;02. 1 a 4 años;F;214;
2022;99 - Localidad Desconocida;05. 15 a 19 años;M;109;
2022;99 - Localidad Desconocida;10. 40 a 44 años;M;313;1
2022;99 - Localidad Desconocida;04. 10 a 14 años;F;74;
2022;99 - Localidad Desconocida;08. 30 a 34 años;F;325;
2022;99 - Localidad Desconocida;07. 25 a 29 años;M;347;
2022;18 - Rafael Uribe Uribe;11. 45 A 49 años;M;303;
2022;18 - Rafael Uribe Uribe;02. 1 a 4 años;M;179;1
2022;18 - Rafael Uribe Uribe;04. 10 a 14 años;M;128;
2022;18 - Rafael Uribe Uribe;15. 65 a 69 años;M;147;7
2023;11 - Suba;15. 65 a 69 años;M;69;
2023;03 - Santa Fe;04. 10 a 14 años;M;5;
2023;01 - Usaquén;08. 30 a 34 años;F;79;
2024;19 - Ciudad Bolívar;01. Menor de 1 año;F;19;
2024;06 - Tunjuelito;11. 45 A 49 años;M;6;
2024;01 - Usaquén;09. 35 a 39 años;M;31;
2024;01 - Usaquén;15. 65 a 69 años;F;54;
2024;06 - Tunjuelito;01. Menor de 1 año;F;3;
2024;08 - Kennedy;02. 1 a 4 años;F;19;
2024;01 - Usaquén;21. 95 a 99 años;M;5;
2020;09 - Fontibón;17. 75 a 79 años;M;188;39
2020;13 - Teusaquillo;04. 10 a 14 años;F;127;
2021;05 - Usme;16. 70 a 74 años;F;295;36
2022;05 - Usme;05. 15 a 19 años;F;220;
2022;05 - Usme;05. 15 a 19 años;M;140;
2022;05 - Usme;08. 30 a 34 años;F;583;
2022;07 - Bosa;03. 5 a 9 años;F;141;
2022;07 - Bosa;11. 45 A 49 años;F;690;
2022;07 - Bosa;06. 20 a 24 años;M;657;
2022;03 - Santa Fe;12. 50 a 54 años;F;271;
2022;03 - Santa Fe;16. 70 a 74 años;F;108;1
2022;03 - Santa Fe;13. 55 a 59 años;F;217;
2022;08 - Kennedy;18. 80 a 84 años;F;235;21
2022;08 - Kennedy;04. 10 a 14 años;M;346;
2022;08 - Kennedy;19. 85 a 89 años;F;156;29
2022;08 - Kennedy;17. 75 a 79 años;M;287;17
2022;01 - Usaquén;02. 1 a 4 años;M;556;
2022;01 - Usaquén;03. 5 a 9 años;M;517;
2022;01 - Usaquén;19. 85 a 89 años;M;294;29
2022;01 - Usaquén;20. 90 a 94 años;F;223;15
2021;02 - Chapinero;01. Menor de 1 año;F;32;1
2022;02 - Chapinero;13. 55 a 59 años;M;573;1
2022;02 - Chapinero;03. 5 a 9 años;M;208;
2022;09 - Fontibón;15. 65 a 69 años;M;379;5
2022;10 - Engativá;12. 50 a 54 años;M;868;2
2022;06 - Tunjuelito;10. 40 a 44 años;F;288;
2022;06 - Tunjuelito;15. 65 a 69 años;F;147;2
2022;06 - Tunjuelito;11. 45 A 49 años;F;240;
2022;13 - Teusaquillo;18. 80 a 84 años;M;145;11
2022;14 - Los Mártires;07. 25 a 29 años;F;260;
2022;14 - Los Mártires;12. 50 a 54 años;F;166;
2022;14 - Los Mártires;06. 20 a 24 años;F;214;
2022;14 - Los Mártires;08. 30 a 34 años;M;223;1
2022;14 - Los Mártires;04. 10 a 14 años;F;48;
2022;16 - Puente Aranda;14. 60 a 64 años;M;324;3
2022;16 - Puente Aranda;17. 75 a 79 años;M;142;11
2022;16 - Puente Aranda;11. 45 A 49 años;F;507;
2022;16 - Puente Aranda;11. 45 A 49 años;M;343;
2022;16 - Puente Aranda;08. 30 a 34 años;M;547;
2022;17 - La Candelaria;16. 70 a 74 años;F;47;
2022;17 - La Candelaria;10. 40 a 44 años;M;100;
2022;17 - La Candelaria;03. 5 a 9 años;F;21;
2022;17 - La Candelaria;08. 30 a 34 años;F;164;
2022;04 - San Cristóbal;03. 5 a 9 años;F;112;
2022;04 - San Cristóbal;10. 40 a 44 años;F;585;
2022;04 - San Cristóbal;05. 15 a 19 años;M;185;
2022;12 - Barrios Unidos;03. 5 a 9 años;F;82;
2022;12 - Barrios Unidos;08. 30 a 34 años;F;590;
2022;15 - Antonio Nariño;16. 70 a 74 años;M;61;2
2022;15 - Antonio Nariño;10. 40 a 44 años;M;148;
2022;15 - Antonio Nariño;06. 20 a 24 años;M;119;
2022;15 - Antonio Nariño;09. 35 a 39 años;F;227;
2022;15 - Antonio Nariño;06. 20 a 24 años;F;190;
2022;15 - Antonio Nariño;11. 45 A 49 años;F;163;
2022;19 - Ciudad Bolívar;11. 45 A 49 años;F;568;1
2022;99 - Localidad Desconocida;09. 35 a 39 años;F;342;
2022;99 - Localidad Desconocida;13. 55 a 59 años;M;143;3
2022;99 - Localidad Desconocida;13. 55 a 59 años;F;160;1
2022;99 - Localidad Desconocida;16. 70 a 74 años;F;84;1
2022;18 - Rafael Uribe Uribe;05. 15 a 19 años;M;186;
2022;18 - Rafael Uribe Uribe;14. 60 a 64 años;M;240;1
2023;03 - Santa Fe;18. 80 a 84 años;F;2;1
2023;22 - En Rev_Loc;13. 55 a 59 años;M;105;1
2023;22 - En Rev_Loc;11. 45 A 49 años;M;82;
2024;11 - Suba;19. 85 a 89 años;M;9;
2024;11 - Suba;21. 95 a 99 años;F;9;1
2024;13 - Teusaquillo;18. 80 a 84 años;M;3;
2024;11 - Suba;02. 1 a 4 años;F;21;
2024;13 - Teusaquillo;11. 45 A 49 años;F;8;
2020;09 - Fontibón;18. 80 a 84 años;M;123;37
2020;14 - Los Mártires;02. 1 a 4 años;F;35;
2020;14 - Los Mártires;02. 1 a 4 años;M;36;
2020;16 - Puente Aranda;02. 1 a 4 años;M;127;
2021;09 - Fontibón;21. 95 a 99 años;M;12;7
2021;06 - Tunjuelito;04. 10 a 14 años;M;346;
2021;14 - Los Mártires;17. 75 a 79 años;M;92;28
2021;17 - La Candelaria;06. 20 a 24 años;M;254;
2022;05 - Usme;11. 45 A 49 años;M;202;
2022;05 - Usme;01. Menor de 1 año;M;70;
2022;07 - Bosa;12. 50 a 54 años;M;333;
2022;07 - Bosa;04. 10 a 14 años;F;171;
2022;07 - Bosa;14. 60 a 64 años;F;344;4
2022;07 - Bosa;16. 70 a 74 años;F;145;4
2022;03 - Santa Fe;02. 1 a 4 años;F;81;
2022;03 - Santa Fe;09. 35 a 39 años;M;367;1
2022;08 - Kennedy;02. 1 a 4 años;F;451;1
2022;08 - Kennedy;16. 70 a 74 años;M;389;12
2022;06 - Tunjuelito;17. 75 a 79 años;F;68;2
2022;06 - Tunjuelito;15. 65 a 69 años;M;84;2
2022;06 - Tunjuelito;03. 5 a 9 años;F;43;
2022;06 - Tunjuelito;05. 15 a 19 años;M;90;
2022;06 - Tunjuelito;08. 30 a 34 años;M;243;
2022;13 - Teusaquillo;04. 10 a 14 años;F;137;
2022;14 - Los Mártires;14. 60 a 64 años;M;113;
2022;14 - Los Mártires;07. 25 a 29 años;M;199;
2022;14 - Los Mártires;08. 30 a 34 años;F;263;
2022;14 - Los Mártires;04. 10 a 14 años;M;44;
2022;14 - Los Mártires;14. 60 a 64 años;F;165;2
2022;04 - San Cristóbal;15. 65 a 69 años;M;141;5
2022;04 - San Cristóbal;12. 50 a 54 años;M;262;1
2022;04 - San Cristóbal;11. 45 A 49 años;M;258;
2022;04 - San Cristóbal;01. Menor de 1 año;F;73;
2022;15 - Antonio Nariño;18. 80 a 84 años;M;24;2
2022;15 - Antonio Nariño;14. 60 a 64 años;M;115;1
2022;19 - Ciudad Bolívar;07. 25 a 29 años;M;648;1
2022;19 - Ciudad Bolívar;13. 55 a 59 años;F;397;1
2022;99 - Localidad Desconocida;08. 30 a 34 años;M;338;
2022;99 - Localidad Desconocida;06. 20 a 24 años;M;262;
2022;18 - Rafael Uribe Uribe;16. 70 a 74 años;M;138;7
2022;18 - Rafael Uribe Uribe;14. 60 a 64 años;F;359;6
2022;18 - Rafael Uribe Uribe;13. 55 a 59 años;F;384;4
2022;18 - Rafael Uribe Uribe;10. 40 a 44 años;M;360;
2022;18 - Rafael Uribe Uribe;02. 1 a 4 años;F;125;
2024;18 - Rafael Uribe Uribe;01. Menor de 1 año;F;22;
2024;09 - Fontibón;20. 90 a 94 años;F;2;
2024;10 - Engativá;12. 50 a 54 años;M;8;
2024;09 - Fontibón;15. 65 a 69 años;M;4;
2024;18 - Rafael Uribe Uribe;02. 1 a 4 años;M;12;
2024;02 - Chapinero;07. 25 a 29 años;M;14;
2021;03 - Santa Fe;16. 70 a 74 años;M;161;26
2022;05 - Usme;06. 20 a 24 años;M;358;
2022;03 - Santa Fe;15. 65 a 69 años;F;142;
2022;02 - Chapinero;20. 90 a 94 años;F;80;4
2022;06 - Tunjuelito;10. 40 a 44 años;M;212;
2022;06 - Tunjuelito;13. 55 a 59 años;M;169;2
2022;14 - Los Mártires;01. Menor de 1 año;M;46;
2022;14 - Los Mártires;06. 20 a 24 años;M;154;
2022;16 - Puente Aranda;02. 1 a 4 años;F;120;
2022;16 - Puente Aranda;03. 5 a 9 años;M;102;
2022;16 - Puente Aranda;16. 70 a 74 años;M;151;3
2022;16 - Puente Aranda;03. 5 a 9 años;F;103;
2022;04 - San Cristóbal;08. 30 a 34 años;F;724;
2022;04 - San Cristóbal;01. Menor de 1 año;M;77;
2022;12 - Barrios Unidos;04. 10 a 14 años;F;96;
2022;12 - Barrios Unidos;10. 40 a 44 años;M;371;2
2022;19 - Ciudad Bolívar;13. 55 a 59 años;M;258;3
2022;19 - Ciudad Bolívar;01. Menor de 1 año;M;160;
2022;19 - Ciudad Bolívar;18. 80 a 84 años;F;58;7
2022;99 - Localidad Desconocida;11. 45 A 49 años;M;206;2
2022;18 - Rafael Uribe Uribe;07. 25 a 29 años;M;481;
2024;05 - Usme;01. Menor de 1 año;M;24;
2024;10 - Engativá;16. 70 a 74 años;F;27;
2021;01 - Usaquén;22. Mayor de 100 años;F;12;3
2021;17 - La Candelaria;15. 65 a 69 años;F;87;4
2022;05 - Usme;18. 80 a 84 años;M;35;7
2022;03 - Santa Fe;14. 60 a 64 años;M;169;5
2022;02 - Chapinero;01. Menor de 1 año;F;49;
2022;10 - Engativá;18. 80 a 84 años;M;295;26
2022;06 - Tunjuelito;11. 45 A 49 años;M;161;
2022;16 - Puente Aranda;05. 15 a 19 años;M;164;
2022;17 - La Candelaria;15. 65 a 69 años;M;48;
2022;17 - La Candelaria;14. 60 a 64 años;F;83;1
2022;04 - San Cristóbal;05. 15 a 19 años;F;250;
2022;12 - Barrios Unidos;17. 75 a 79 años;M;123;4
2022;19 - Ciudad Bolívar;03. 5 a 9 años;M;160;
2022;99 - Localidad Desconocida;10. 40 a 44 años;F;286;
2022;18 - Rafael Uribe Uribe;20. 90 a 94 años;M;26;9
2022;18 - Rafael Uribe Uribe;16. 70 a 74 años;F;164;2
2023;07 - Bosa;07. 25 a 29 años;F;24;
2023;01 - Usaquén;12. 50 a 54 años;F;69;
2023;02 - Chapinero;13. 55 a 59 años;M;30;
2023;13 - Teusaquillo;13. 55 a 59 años;F;40;
2024;18 - Rafael Uribe Uribe;09. 35 a 39 años;M;7;
2024;15 - Antonio Nariño;01. Menor de 1 año;M;5;
2024;16 - Puente Aranda;09. 35 a 39 años;F;6;
2024;09 - Fontibón;02. 1 a 4 años;F;9;
2020;14 - Los Mártires;14. 60 a 64 años;M;222;12
2021;11 - Suba;01. Menor de 1 año;M;286;3
2021;17 - La Candelaria;02. 1 a 4 años;M;25;
2021;04 - San Cristóbal;05. 15 a 19 años;M;907;
2021;19 - Ciudad Bolívar;17. 75 a 79 años;M;265;63
2021;99 - Localidad Desconocida;02. 1 a 4 años;M;171;1
2022;07 - Bosa;11. 45 A 49 años;M;397;1
2022;08 - Kennedy;22. Mayor de 100 años;F;6;1
2022;02 - Chapinero;19. 85 a 89 años;F;141;6
2022;06 - Tunjuelito;06. 20 a 24 años;M;200;
2022;13 - Teusaquillo;02. 1 a 4 años;M;138;
2022;13 - Teusaquillo;19. 85 a 89 años;M;79;12
2022;17 - La Candelaria;06. 20 a 24 años;M;86;
2022;17 - La Candelaria;11. 45 A 49 años;F;115;
2022;12 - Barrios Unidos;17. 75 a 79 años;F;155;4
2022;12 - Barrios Unidos;02. 1 a 4 años;M;105;
2022;15 - Antonio Nariño;04. 10 a 14 años;M;38;
2022;15 - Antonio Nariño;18. 80 a 84 años;F;49;4
2022;19 - Ciudad Bolívar;16. 70 a 74 años;M;118;5
2022;99 - Localidad Desconocida;14. 60 a 64 años;F;153;
2023;11 - Suba;08. 30 a 34 años;F;91;
2023;11 - Suba;20. 90 a 94 años;M;11;2
2023;08 - Kennedy;10. 40 a 44 años;F;41;
2023;02 - Chapinero;20. 90 a 94 años;F;8;
2023;10 - Engativá;17. 75 a 79 años;F;32;
2023;13 - Teusaquillo;15. 65 a 69 años;F;27;
2024;07 - Bosa;03. 5 a 9 años;F;2;
2024;19 - Ciudad Bolívar;11. 45 A 49 años;F;7;
2024;10 - Engativá;02. 1 a 4 años;F;13;
2020;07 - Bosa;20. 90 a 94 años;F;40;11
2020;22 - En Rev_Loc;11. 45 A 49 años;M;325;
2020;15 - Antonio Nariño;19. 85 a 89 años;F;48;7
2021;07 - Bosa;17. 75 a 79 años;F;332;45
2021;14 - Los Mártires;05. 15 a 19 años;M;279;
2021;04 - San Cristóbal;18. 80 a 84 años;M;119;39
2021;15 - Antonio Nariño;04. 10 a 14 años;M;213;
2022;07 - Bosa;17. 75 a 79 años;M;89;11
2022;11 - Suba;20. 90 a 94 años;M;154;24
2022;03 - Santa Fe;02. 1 a 4 años;M;101;
2022;09 - Fontibón;18. 80 a 84 años;M;135;7
2022;09 - Fontibón;20. 90 a 94 años;F;51;4
2022;10 - Engativá;17. 75 a 79 años;F;488;13
2022;06 - Tunjuelito;19. 85 a 89 años;F;27;5
2022;13 - Teusaquillo;02. 1 a 4 años;F;112;
2021;14 - Los Mártires;16. 70 a 74 años;M;125;23
2022;14 - Los Mártires;13. 55 a 59 años;F;151;
2022;17 - La Candelaria;05. 15 a 19 años;M;37;
2022;04 - San Cristóbal;02. 1 a 4 años;F;181;
2022;15 - Antonio Nariño;09. 35 a 39 años;M;146;
2022;15 - Antonio Nariño;07. 25 a 29 años;M;161;
2022;19 - Ciudad Bolívar;14. 60 a 64 años;F;331;3
2022;19 - Ciudad Bolívar;14. 60 a 64 años;M;218;4
2022;19 - Ciudad Bolívar;15. 65 a 69 años;F;211;2
2022;99 - Localidad Desconocida;03. 5 a 9 años;M;74;
2022;99 - Localidad Desconocida;04. 10 a 14 años;M;62;
2023;11 - Suba;11. 45 A 49 años;F;77;
2023;04 - San Cristóbal;14. 60 a 64 años;M;11;
2023;12 - Barrios Unidos;18. 80 a 84 años;M;7;
2023;12 - Barrios Unidos;16. 70 a 74 años;M;12;
2024;06 - Tunjuelito;08. 30 a 34 años;F;7;
2024;16 - Puente Aranda;05. 15 a 19 años;F;3;
2020;13 - Teusaquillo;16. 70 a 74 años;F;155;11
2020;16 - Puente Aranda;20. 90 a 94 años;F;49;10
2020;18 - Rafael Uribe Uribe;21. 95 a 99 años;F;15;4
2021;17 - La Candelaria;10. 40 a 44 años;M;265;1
2021;19 - Ciudad Bolívar;21. 95 a 99 años;F;9;5
2021;19 - Ciudad Bolívar;18. 80 a 84 años;M;141;59
2022;05 - Usme;14. 60 a 64 años;F;206;4
2022;03 - Santa Fe;16. 70 a 74 años;M;96;6
2022;03 - Santa Fe;17. 75 a 79 años;F;84;5
2022;08 - Kennedy;01. Menor de 1 año;F;175;
2022;01 - Usaquén;03. 5 a 9 años;F;452;1
2022;09 - Fontibón;16. 70 a 74 años;M;284;6
2022;09 - Fontibón;01. Menor de 1 año;F;51;
2022;06 - Tunjuelito;03. 5 a 9 años;M;69;
2022;14 - Los Mártires;12. 50 a 54 años;M;122;2
2022;14 - Los Mártires;15. 65 a 69 años;F;125;1
2022;14 - Los Mártires;01. Menor de 1 año;F;25;
2022;16 - Puente Aranda;19. 85 a 89 años;M;76;10
2022;17 - La Candelaria;13. 55 a 59 años;M;82;
2022;17 - La Candelaria;15. 65 a 69 años;F;57;1
2022;04 - San Cristóbal;18. 80 a 84 años;F;66;6
2021;15 - Antonio Nariño;02. 1 a 4 años;F;66;
2022;19 - Ciudad Bolívar;04. 10 a 14 años;F;139;
2022;19 - Ciudad Bolívar;16. 70 a 74 años;F;156;2
2023;07 - Bosa;01. Menor de 1 año;M;30;
2023;11 - Suba;04. 10 a 14 años;M;14;
2024;03 - Santa Fe;18. 80 a 84 años;F;2;
2024;99 - Localidad Desconocida;12. 50 a 54 años;F;3;
2024;04 - San Cristóbal;01. Menor de 1 año;M;12;
2021;05 - Usme;19. 85 a 89 años;M;48;22
2021;07 - Bosa;19. 85 a 89 años;M;73;35
2021;04 - San Cristóbal;02. 1 a 4 años;M;215;1
2021;12 - Barrios Unidos;01. Menor de 1 año;F;27;
2022;20 - Sumapaz;17. 75 a 79 años;F;1;
2022;05 - Usme;15. 65 a 69 años;M;105;3
2022;03 - Santa Fe;13. 55 a 59 años;M;181;1
2022;08 - Kennedy;03. 5 a 9 años;M;365;
2022;02 - Chapinero;04. 10 a 14 años;F;285;
2022;02 - Chapinero;02. 1 a 4 años;M;220;
2022;06 - Tunjuelito;02. 1 a 4 años;F;74;
2022;22 - En Rev_Loc;03. 5 a 9 años;M;374;
2022;14 - Los Mártires;10. 40 a 44 años;M;165;1
2022;17 - La Candelaria;12. 50 a 54 años;M;66;
2022;04 - San Cristóbal;13. 55 a 59 años;F;374;1
2022;04 - San Cristóbal;02. 1 a 4 años;M;201;
2022;04 - San Cristóbal;03. 5 a 9 años;M;103;
2022;15 - Antonio Nariño;13. 55 a 59 años;M;96;
2022;19 - Ciudad Bolívar;04. 10 a 14 años;M;147;1
2022;99 - Localidad Desconocida;12. 50 a 54 años;F;165;2
2023;22 - En Rev_Loc;01. Menor de 1 año;M;194;
2024;01 - Usaquén;13. 55 a 59 años;M;28;
2020;22 - En Rev_Loc;14. 60 a 64 años;M;203;2
2020;17 - La Candelaria;17. 75 a 79 años;M;21;2
2020;17 - La Candelaria;05. 15 a 19 años;F;43;
2020;99 - Localidad Desconocida;03. 5 a 9 años;M;32;
2021;14 - Los Mártires;02. 1 a 4 años;M;83;
2022;05 - Usme;15. 65 a 69 años;F;129;1
2022;14 - Los Mártires;15. 65 a 69 años;M;99;2
2022;14 - Los Mártires;05. 15 a 19 años;M;59;
2022;12 - Barrios Unidos;19. 85 a 89 años;F;81;2
2022;15 - Antonio Nariño;03. 5 a 9 años;M;33;
2022;19 - Ciudad Bolívar;17. 75 a 79 años;F;84;2
2022;99 - Localidad Desconocida;18. 80 a 84 años;M;40;2
2023;07 - Bosa;14. 60 a 64 años;M;11;
2023;02 - Chapinero;03. 5 a 9 años;M;10;
2023;19 - Ciudad Bolívar;02. 1 a 4 años;F;25;
2024;18 - Rafael Uribe Uribe;01. Menor de 1 año;M;18;
2024;99 - Localidad Desconocida;08. 30 a 34 años;M;6;
2020;03 - Santa Fe;01. Menor de 1 año;M;15;
2020;13 - Teusaquillo;03. 5 a 9 años;F;82;
2022;14 - Los Mártires;11. 45 A 49 años;M;131;
2022;17 - La Candelaria;12. 50 a 54 años;F;102;
2022;04 - San Cristóbal;16. 70 a 74 años;M;117;10
2022;15 - Antonio Nariño;17. 75 a 79 años;F;56;2
2022;19 - Ciudad Bolívar;19. 85 a 89 años;M;36;11
2020;17 - La Candelaria;12. 50 a 54 años;F;89;1
2020;15 - Antonio Nariño;20. 90 a 94 años;F;23;7
2022;16 - Puente Aranda;04. 10 a 14 años;F;120;
2022;16 - Puente Aranda;16. 70 a 74 años;F;224;3
2022;17 - La Candelaria;19. 85 a 89 años;M;8;1
2022;99 - Localidad Desconocida;19. 85 a 89 años;F;28;4
2023;01 - Usaquén;20. 90 a 94 años;M;17;
2024;09 - Fontibón;16. 70 a 74 años;M;4;
2024;10 - Engativá;07. 25 a 29 años;M;15;
2020;06 - Tunjuelito;19. 85 a 89 años;M;53;17
2020;18 - Rafael Uribe Uribe;19. 85 a 89 años;F;74;18
2021;05 - Usme;18. 80 a 84 años;M;74;24
2021;06 - Tunjuelito;03. 5 a 9 años;M;224;
2021;16 - Puente Aranda;20. 90 a 94 años;F;58;14
2021;18 - Rafael Uribe Uribe;19. 85 a 89 años;F;127;35
2022;11 - Suba;21. 95 a 99 años;F;74;11
2022;03 - Santa Fe;04. 10 a 14 años;M;69;
2022;08 - Kennedy;20. 90 a 94 años;M;58;17
2022;02 - Chapinero;18. 80 a 84 años;F;193;4
2022;09 - Fontibón;19. 85 a 89 años;M;81;10
2022;06 - Tunjuelito;04. 10 a 14 años;M;91;
2022;06 - Tunjuelito;12. 50 a 54 años;M;147;1
2022;14 - Los Mártires;17. 75 a 79 años;F;50;
2022;17 - La Candelaria;09. 35 a 39 años;M;97;
2022;04 - San Cristóbal;19. 85 a 89 años;M;41;10
2022;15 - Antonio Nariño;11. 45 A 49 años;M;126;
2022;19 - Ciudad Bolívar;15. 65 a 69 años;M;163;7
2022;99 - Localidad Desconocida;19. 85 a 89 años;M;30;2
2023;01 - Usaquén;12. 50 a 54 años;M;46;
2023;01 - Usaquén;14. 60 a 64 años;F;92;
2023;09 - Fontibón;16. 70 a 74 años;F;16;
2020;08 - Kennedy;01. Menor de 1 año;F;141;1
2020;14 - Los Mártires;04. 10 a 14 años;F;111;
2020;14 - Los Mártires;16. 70 a 74 años;F;81;11
2021;06 - Tunjuelito;18. 80 a 84 años;M;63;27
2021;14 - Los Mártires;19. 85 a 89 años;M;41;15
2021;04 - San Cristóbal;19. 85 a 89 años;M;68;32
2021;15 - Antonio Nariño;18. 80 a 84 años;M;57;13
2022;07 - Bosa;17. 75 a 79 años;F;96;7
2022;03 - Santa Fe;05. 15 a 19 años;F;143;
2022;09 - Fontibón;20. 90 a 94 años;M;34;3
2022;09 - Fontibón;21. 95 a 99 años;F;18;3
2022;10 - Engativá;20. 90 a 94 años;M;98;20
2022;06 - Tunjuelito;18. 80 a 84 años;F;47;2
2022;15 - Antonio Nariño;12. 50 a 54 años;F;162;
2022;19 - Ciudad Bolívar;17. 75 a 79 años;M;102;8
